,level_0,index,rating,caption,middle,reviews
580,580,580,1.0,(Translated by Google) Really slow  (Original) Parah lelet banget, Really slow  (Original, Really slow  
581,581,581,1.0,"(Translated by Google) Very bad, the notification that the package delivered by the courier from 9 to sunset has not arrived yet. How lousy. Other shipments are stuck at 3 o'clock and have arrived at 12 o'clock at the earliest. …"," Very bad, the notification that the package delivered by the courier from 9 to sunset has not arrived yet. How lousy. Other shipments are stuck at 3 o'clock and have arrived at 12 o'clock at the earliest. …"," Very bad, the notification that the package delivered by the courier from 9 to sunset has not arrived yet. How lousy. Other shipments are stuck at 3 o'clock and have arrived at 12 o'clock at the earliest. …"
582,582,582,5.0,(Translated by Google) Handsome handsome stone fruit courier 😅  (Original) …, Handsome handsome stone fruit courier 😅  (Original, Handsome handsome stone fruit courier 😅  
583,583,583,5.0,(Translated by Google) Thank you Buahbuatu courier  (Original) Terimakasih kurir buahbuatu, Thank you Buahbuatu courier  (Original, Thank you Buahbuatu courier  
584,584,584,1.0,"(Translated by Google) Sending continues to fail ,,,, sending takes a long time  (Original) …"," Sending continues to fail ,,,, sending takes a long time  (Original"," Sending continues to fail ,,,, sending takes a long time  "
585,585,585,1.0,"(Translated by Google) The shipment from Jakarta to Bandung has not arrived for 5 days, the goods are going to be used but have not arrived. Please improve the quality of service 😭😭😭 …"," The shipment from Jakarta to Bandung has not arrived for 5 days, the goods are going to be used but have not arrived. Please improve the quality of service 😭😭😭 …"," The shipment from Jakarta to Bandung has not arrived for 5 days, the goods are going to be used but have not arrived. Please improve the quality of service 😭😭😭 …"
586,586,586,1.0,"(Translated by Google) The expedition is slow, the delivery takes a long time even though it is only from East to Central, I ordered the 1st now on 4th has not arrived because of the reason the buyer rescheduled, usually I shop from out of …"," The expedition is slow, the delivery takes a long time even though it is only from East to Central, I ordered the 1st now on 4th has not arrived because of the reason the buyer rescheduled, usually I shop from out of …"," The expedition is slow, the delivery takes a long time even though it is only from East to Central, I ordered the 1st now on 4th has not arrived because of the reason the buyer rescheduled, usually I shop from out of …"
587,587,587,5.0,,,nan
588,588,588,1.0,"(Translated by Google) Look at the other reviews on really bad. No wonder what happened to my stuff. Tbtb in lost item status. Haha laugh I read all the reviews. Don't eat a blind salary, it's not a blessing for his life😊 …"," Look at the other reviews on really bad. No wonder what happened to my stuff. Tbtb in lost item status. Haha laugh I read all the reviews. Don't eat a blind salary, it's not a blessing for his life😊 …"," Look at the other reviews on really bad. No wonder what happened to my stuff. Tbtb in lost item status. Haha laugh I read all the reviews. Don't eat a blind salary, it's not a blessing for his life😊 …"
589,589,589,5.0,(Translated by Google) Great courier friendly  (Original) Mantap kurirnya ramah, Great courier friendly  (Original, Great courier friendly  
590,590,590,1.0,(Translated by Google) ga lagi2 pake shopee expres🙏  (Original) ga lagi2 pake shopee expres🙏, ga lagi2 pake shopee expres🙏  (Original, ga lagi2 pake shopee expres🙏  
591,591,591,1.0,,,nan
592,592,592,1.0,"(Translated by Google) Shopee Express if the facilities and infrastructure are not yet launched, don't launch the expedition service first, God willing, I only used the express service for once ... the package period from Bandung, West …"," Shopee Express if the facilities and infrastructure are not yet launched, don't launch the expedition service first, God willing, I only used the express service for once ... the package period from Bandung, West …"," Shopee Express if the facilities and infrastructure are not yet launched, don't launch the expedition service first, God willing, I only used the express service for once ... the package period from Bandung, West …"
593,593,593,1.0,"(Translated by Google) Package has not been received ..... but the status has been sent, how about this …"," Package has not been received ..... but the status has been sent, how about this …"," Package has not been received ..... but the status has been sent, how about this …"
594,594,594,5.0,(Translated by Google) Mantap nie shopee latjuba  (Original) Mantap nie shopee latjuba, Mantap nie shopee latjuba  (Original, Mantap nie shopee latjuba  
595,595,595,5.0,(Translated by Google) Strategic location. Friendly  (Original) Lokasi strategis. Ramah, Strategic location. Friendly  (Original, Strategic location. Friendly  
596,596,596,1.0,"(Translated by Google) On the status of the delivery of the goods it has been received but received by someone else 😭 what is it, so my goods are now or where they are …"," On the status of the delivery of the goods it has been received but received by someone else 😭 what is it, so my goods are now or where they are …"," On the status of the delivery of the goods it has been received but received by someone else 😭 what is it, so my goods are now or where they are …"
597,597,597,1.0,"(Translated by Google) Please admin, my package was received on 23rd ... I haven't received it until now ... Disappointed just trying to use Shopee Express, the service is like this ... Please I can't sleep here ... Thinking about the stuff …"," Please admin, my package was received on 23rd ... I haven't received it until now ... Disappointed just trying to use Shopee Express, the service is like this ... Please I can't sleep here ... Thinking about the stuff …"," Please admin, my package was received on 23rd ... I haven't received it until now ... Disappointed just trying to use Shopee Express, the service is like this ... Please I can't sleep here ... Thinking about the stuff …"
598,598,598,5.0,,,nan
599,599,599,1.0,"(Translated by Google) It's really bad that the goods are thrown to the floor, how come if it's broken, bro, this is the first time the delivery service is so bad it doesn't have any morals to wait ... Not Recommended !!! …"," It's really bad that the goods are thrown to the floor, how come if it's broken, bro, this is the first time the delivery service is so bad it doesn't have any morals to wait ... Not Recommended !!! …"," It's really bad that the goods are thrown to the floor, how come if it's broken, bro, this is the first time the delivery service is so bad it doesn't have any morals to wait ... Not Recommended !!! …"
